SID:010,4,AKUNA9,RW17C, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1760,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:070,4,AKUNA9,RW18L,AKUNA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AKUNA9,RW18R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1760,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,AKUNA9,RW18R,BPARK,K4,E,A,E   , ,   ,CF, ,PGO,K4,D, ,      ,2240,1683,1920,0048, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,AKUNA9,RW18R,YAMEL,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,4,AKUNA9,RW18R,FIRMN,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,AKUNA9,RW18R,BINGM,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,AKUNA9,RW18R,BEMMR,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,AKUNA9,RW18R,AKUNA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AKUNA9,RW31L, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3150,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,AKUNA9,RW31L,AKUNA,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AKUNA9,RW31R, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3110,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,AKUNA9,RW31R,AKUNA,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AKUNA9,RW35C, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3560,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,AKUNA9,RW35C,CUZEN,K4,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,4,AKUNA9,RW35C,ITTTT,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,AKUNA9,RW35C,AKUNA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AKUNA9,RW35L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3560,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,AKUNA9,RW35L,CUZEN,K4,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,4,AKUNA9,RW35L,ITTTT,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,AKUNA9,RW35L,AKUNA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AKUNA9,RW36L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3560,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,AKUNA9,RW36L,HAZKL,K4,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,4,AKUNA9,RW36L,RYNNE,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,AKUNA9,RW36L,AKUNA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AKUNA9,RW36R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3560,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,AKUNA9,RW36R,HAZKL,K4,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,4,AKUNA9,RW36R,RYNNE,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,AKUNA9,RW36R,AKUNA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,AKUNA9,MLC,AKUNA,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,AKUNA9,MLC,TIKYS,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,AKUNA9,MLC,MLC,K4,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALIAN2,RW17C, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1760,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ALIAN2,RW17C,LARRN,K4,E,A,E   , ,   ,CF, ,PGO,K4,D, ,      ,2227,1701,1850,0092,+,05000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,4,ALIAN2,RW17C,GIGEM,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ALIAN2,RW17C,RBBIT,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALIAN2,RW17R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1760,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ALIAN2,RW17R,LARRN,K4,E,A,E   , ,   ,CF, ,PGO,K4,D, ,      ,2227,1701,1840,0092,+,05000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,4,ALIAN2,RW17R,GIGEM,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ALIAN2,RW17R,RBBIT,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALIAN2,RW18B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1760,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ALIAN2,RW18B,LARRN,K4,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,4,ALIAN2,RW18B,GIGEM,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ALIAN2,RW18B,RBBIT,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALIAN2,RW31L, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3150,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ALIAN2,RW31L,RBBIT,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALIAN2,RW31R, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3110,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ALIAN2,RW31R,RBBIT,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALIAN2,RW35C, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3560,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ALIAN2,RW35C,GVINE,K4,E,A,E   , ,   ,CF, ,PGO,K4,D, ,      ,2277,1589,3250,0054, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ALIAN2,RW35C,KMART,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,4,ALIAN2,RW35C,MARSN,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ALIAN2,RW35C,RBBIT,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALIAN2,RW35L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3560,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ALIAN2,RW35L,GVINE,K4,E,A,E   , ,   ,CF, ,PGO,K4,D, ,      ,2277,1589,3270,0053, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ALIAN2,RW35L,KMART,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,4,ALIAN2,RW35L,MARSN,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ALIAN2,RW35L,RBBIT,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALIAN2,RW36L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3560,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ALIAN2,RW36L,GVINE,K4,E,A,E   , ,   ,CF, ,PGO,K4,D, ,      ,2277,1589,3400,0049, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ALIAN2,RW36L,KMART,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,4,ALIAN2,RW36L,MARSN,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ALIAN2,RW36L,RBBIT,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALIAN2,RW36R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3560,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ALIAN2,RW36R,GVINE,K4,E,A,E   , ,   ,CF, ,PGO,K4,D, ,      ,2277,1589,3380,0049, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ALIAN2,RW36R,KMART,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,4,ALIAN2,RW36R,MARSN,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ALIAN2,RW36R,RBBIT,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALIAN2, ,RBBIT,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,ALIAN2, ,FUMED,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALIAN2, ,ALIAN,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ARDIA7,RW17C, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1760,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ARDIA7,RW17C,TREXX,K4,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,4,ARDIA7,RW17C,DALBY,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ARDIA7,RW17C,NEAPS,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ARDIA7,RW17C,ARDIA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ARDIA7,RW17R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1760,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ARDIA7,RW17R,TREXX,K4,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,4,ARDIA7,RW17R,DALBY,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ARDIA7,RW17R,NEAPS,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ARDIA7,RW17R,ARDIA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ARDIA7,RW18L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1760,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ARDIA7,RW18L,LARRN,K4,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,4,ARDIA7,RW18L,LIZIE,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ARDIA7,RW18L,CUTSO,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ARDIA7,RW18L,ARDIA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ARDIA7,RW18R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1760,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ARDIA7,RW18R,LARRN,K4,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,4,ARDIA7,RW18R,LIZIE,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ARDIA7,RW18R,CUTSO,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ARDIA7,RW18R,ARDIA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ARDIA7,RW31L, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3150,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ARDIA7,RW31L,ARDIA,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ARDIA7,RW31R, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3110,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ARDIA7,RW31R,ARDIA,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ARDIA7,RW35C, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3560,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ARDIA7,RW35C,MECHL,K4,E,A,E   , ,   ,CF, ,PGO,K4,D, ,      ,2269,1553,0110,0054,+,04000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,4,ARDIA7,RW35C,BORDD,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ARDIA7,RW35C,JYMME,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ARDIA7,RW35C,OWLLS,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,ARDIA7,RW35C,SKTRR,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,ARDIA7,RW35C,ARDIA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ARDIA7,RW35L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3560,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ARDIA7,RW35L,MECHL,K4,E,A,E   , ,   ,CF, ,PGO,K4,D, ,      ,2269,1553,0130,0054,+,04000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,4,ARDIA7,RW35L,BORDD,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ARDIA7,RW35L,JYMME,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ARDIA7,RW35L,OWLLS,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,ARDIA7,RW35L,SKTRR,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,ARDIA7,RW35L,ARDIA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ARDIA7,RW36L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3560,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ARDIA7,RW36L,GVINE,K4,E,A,E   , ,   ,CF, ,PGO,K4,D, ,      ,2277,1589,3400,0049, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ARDIA7,RW36L,KMART,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,4,ARDIA7,RW36L,MARSN,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ARDIA7,RW36L,KELLR,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,ARDIA7,RW36L,MYGAL,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,ARDIA7,RW36L,ARDIA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ARDIA7,RW36R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3560,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ARDIA7,RW36R,GVINE,K4,E,A,E   , ,   ,CF, ,PGO,K4,D, ,      ,2277,1589,3380,0049, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ARDIA7,RW36R,KMART,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,4,ARDIA7,RW36R,MARSN,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ARDIA7,RW36R,KELLR,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,ARDIA7,RW36R,MYGAL,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,ARDIA7,RW36R,ARDIA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ARDIA7,CLL,ARDIA,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,ARDIA7,CLL,ELLVR,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ARDIA7,CLL,CLL,K4,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ARDIA7,ELLVR,ARDIA,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,ARDIA7,ELLVR,ELLVR,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BLECO8,RW17C, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1760,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BLECO8,RW17C,SPERA,K4,P,C,E   , ,   ,CF, ,PGO,K4,D, ,      ,2231,1648,1570,0049, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BLECO8,RW17C,JGIRL,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,240,    ,   , , , , , , , , ;
