SID:010,2,BPK5K,RW09L,D110B,EG,P,C,EY  , ,   ,CF, ,LON,EG,D, ,      ,1104,0015,0880,0020,+,00590,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,BPK5K,RW09L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0490,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BPK5K,RW09L,D070J,EG,P,C,EY  , ,   ,CF, ,LON,EG,D, ,      ,0700,0100,0700,0060,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BPK5K,RW09L,D195J,EG,P,C,E   , ,   ,CF, ,BPK,EG,D, ,      ,1950,0100,0150,0030,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BPK5K,RW09L,D195F,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,BPK5K,RW09L,BPK,EG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BPK6J,RW09R,D130B,EG,P,C,EY  , ,   ,CF, ,LON,EG,D, ,      ,1300,0020,0880,0020,+,00590,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,BPK6J,RW09R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0490,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BPK6J,RW09R,D070J,EG,P,C,EY  , ,   ,CF, ,LON,EG,D, ,      ,0700,0100,0700,0040,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BPK6J,RW09R,D195J,EG,P,C,E   , ,   ,CF, ,BPK,EG,D, ,      ,1950,0100,0150,0030,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BPK6J,RW09R,D195F,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,BPK6J,RW09R,BPK,EG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BPK7F,RW27R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2680,    ,+,00590,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,BPK7F,RW27R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2680,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
