SID:010,5,AGRU1N,RW34,OL614,FO,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,00440,     ,03100, ,   ,    ,   ,LV,FO,D, , , , , ;
SID:030,5,AGRU1N,RW34,OL604,FO,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGRU1N,RW34,AGRUB,FP,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGRU1S,RW16, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1550,    ,+,00500,     ,03100,-,210,    ,   ,LV,FO,D, , , , , ;
SID:020,5,AGRU1S,RW16,OL702,FO,P,C,E   ,R,010,CF, ,LV,FO,D, ,      ,2189,0111,2450,0080,-,FL060,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,AGRU1S,RW16,AGRUB,FP,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGSI1S,RW16, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1550,    ,+,00500,     ,03100,-,210,    ,   ,LV,FO,D, , , , , ;
SID:020,5,AGSI1S,RW16,OL702,FO,P,C,E   ,R,010,CF, ,LV,FO,D, ,      ,2189,0111,2450,0080,-,FL060,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,AGSI1S,RW16,OL724,FO,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGSI1S,RW16,AGSIM,FO,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,APTA1N,RW34,OL614,FO,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,00440,     ,03100, ,   ,    ,   ,LV,FO,D, , , , , ;
