SID:010,2,AEX3,ALL,RAECN,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,2,AEX3,ALL,DARTR,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AEX3,ALL,MUSIQ,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AEX3,ALL,VELCO,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,AEX3,ALL,COSGO,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,AEX3,ALL,AEX,K4,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,AEX3,CEW,AEX,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,AEX3,CEW,MCB,K7,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,AEX3,CEW,CEW,K7,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,AEX3,MCB,AEX,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,AEX3,MCB,MCB,K7,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BLTWY7,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1380,    ,+,00520,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BLTWY7,RW14, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1380,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BLTWY7,RW14,DREMR,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BLTWY7,RW18, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1790,    ,+,00520,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BLTWY7,RW18, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1790,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BLTWY7,RW18,DREMR,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BLTWY7,RW32, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3180,    ,+,00520,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BLTWY7,RW32, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3180,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BLTWY7,RW32,DREMR,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BLTWY7,RW36, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3590,    ,+,00520,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BLTWY7,RW36, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3590,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BLTWY7,RW36,DREMR,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BLTWY7, ,DREMR,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,BLTWY7, ,LITLD,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BLTWY7, ,BLTWY,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BLTWY7,CRIED,BLTWY,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,BLTWY7,CRIED,CRIED,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BORRN6,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1380,    ,+,00520,     ,18000, ,   ,    ,   ,KGLS,K4,P,A, , , , ;
SID:020,4,BORRN6,RW14, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1380,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BORRN6,RW14,BORRN,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BORRN6,RW18, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1790,    ,+,00520,     ,18000, ,   ,    ,   ,KGLS,K4,P,A, , , , ;
SID:020,4,BORRN6,RW18, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1790,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BORRN6,RW18,BORRN,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BORRN6,RW32, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3180,    ,+,00520,     ,18000, ,   ,    ,   ,KGLS,K4,P,A, , , , ;
SID:020,4,BORRN6,RW32, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3180,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BORRN6,RW32,BORRN,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BORRN6,RW36, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3590,    ,+,00520,     ,18000, ,   ,    ,   ,KGLS,K4,P,A, , , , ;
SID:020,4,BORRN6,RW36, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3590,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BORRN6,RW36,BORRN,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BORRN6, ,BORRN,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KGLS,K4,P,A, , , , ;
SID:020,5,BORRN6, ,DILRE,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BORRN6,CRGER,DILRE,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KGLS,K4,P,A, , , , ;
SID:020,6,BORRN6,CRGER,ZUUUU,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BORRN6,CRGER,PUFER,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,BORRN6,CRGER,PSTUR,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,BORRN6,CRGER,CRGER,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BORRN6,JCT,DILRE,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KGLS,K4,P,A, , , , ;
SID:020,6,BORRN6,JCT,BOCCK,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BORRN6,JCT,MNURE,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,BORRN6,JCT,HAYYY,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,BORRN6,JCT,FOWLR,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,BORRN6,JCT,JCT,K4,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BORRN6,MNURE,DILRE,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KGLS,K4,P,A, , , , ;
SID:020,6,BORRN6,MNURE,BOCCK,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BORRN6,MNURE,MNURE,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BORRN6,SAT,DILRE,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KGLS,K4,P,A, , , , ;
