SID:010,5,FIMB1F,RW32, , , , ,    , ,010,VA, , , , , ,      ,    ,    ,3210,    ,+,00500,     ,11000, ,   ,    ,   ,WAEE,WA,P,A, , , , ;
SID:020,5,FIMB1F,RW32,UBLEL,WA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,FIMB1F,RW32,IPNIS,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,FIMB1F,RW32,ERVAV,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,FIMB1F,RW32,UPVIT,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,FIMB1F,RW32,VIKAT,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,FIMB1F,RW32,UGUKA,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,FIMB1F,RW32,FIMBA,WA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,FIMB1H,RW14, , , , ,    , ,010,VA, , , , , ,      ,    ,    ,1410,    ,+,00800,     ,11000, ,   ,    ,   ,WAEE,WA,P,A, , , , ;
SID:020,5,FIMB1H,RW14,UBLEL,WA,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,FIMB1H,RW14,IPNIS,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,FIMB1H,RW14,ERVAV,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,FIMB1H,RW14,UPVIT,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,FIMB1H,RW14,VIKAT,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,FIMB1H,RW14,UGUKA,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,FIMB1H,RW14,FIMBA,WA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,FIMB2A,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1410,    ,+,00500,     ,11000, ,   ,    ,   ,TRN,WA,D, , , , , ;
SID:020,2,FIMB2A,RW14, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1000,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,FIMB2A,RW14,IKIXU,WA,P,C,E C , ,   ,CF, ,TRN,WA,D, ,      ,1300,0567,1300,0560, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,FIMB2A,RW14,FIMBA,WA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,FORM2A,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1410,    ,+,00500,     ,11000, ,   ,    ,   ,TRN,WA,D, , , , , ;
SID:020,2,FORM2A,RW14, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0680,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,FORM2A,RW14,AREXI,WA,P,C,E C , ,   ,CF, ,TRN,WA,D, ,      ,0979,0300,0980,0260, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,FORM2A,RW14,FORMY,WA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,HALM1K,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1410,    ,+,00500,     ,11000, ,   ,    ,   ,TRN,WA,D, , , , , ;
SID:020,2,HALM1K,RW14, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1000,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,HALM1K,RW14,D130J,WA,P,C,EY  , ,   ,CF, ,TRN,WA,D, ,      ,1300,0100,1300,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
