SID:010,4,ATUR2A,RW05L,MX800,MM,P,C,EE  , ,   ,CF, ,MEX,MM,D, ,      ,0546,0062,0550,0070,+,09000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:010,4,ATUR2A,RW05R,MX800,MM,P,C,EE  , ,   ,CF, ,MEX,MM,D, ,      ,0546,0062,0540,0070,+,09000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:010,5,ATUR2A, ,MX800,MM,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:020,5,ATUR2A, ,MX802,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ATUR2A, ,MX803,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ATUR2A, ,MX804,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ATUR2A, ,MX805,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL260,FL220,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ATUR2A, ,OTMAL,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ATUR2A, ,ATURO,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL290,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ATUR3B,RW23L,MX503,MM,P,C,EE  , ,   ,CF, ,MEX,MM,D, ,      ,2359,0093,2360,0090,+,10000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:010,4,ATUR3B,RW23R,MX503,MM,P,C,EE  , ,   ,CF, ,MEX,MM,D, ,      ,2359,0093,2350,0090,+,10000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:010,5,ATUR3B, ,MX503,MM,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:020,5,ATUR3B, ,MX520,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,ATUR3B, ,SEGUM,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,18000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ATUR3B, ,MX550,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ATUR3B, ,MX527,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ATUR3B, ,ATURO,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL290,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AXIR2A,RW05L,MX800,MM,P,C,EE  , ,   ,CF, ,MEX,MM,D, ,      ,0546,0062,0550,0070,+,09000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:010,4,AXIR2A,RW05R,MX800,MM,P,C,EE  , ,   ,CF, ,MEX,MM,D, ,      ,0546,0062,0540,0070,+,09000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:010,5,AXIR2A, ,MX800,MM,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:020,5,AXIR2A, ,MX802,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AXIR2A, ,MX803,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AXIR2A, ,MX804,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AXIR2A, ,MX805,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL260,FL220,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AXIR2A, ,OTMAL,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,AXIR2A, ,AXIRI,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL290,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AXIR3B,RW23L,MX503,MM,P,C,EE  , ,   ,CF, ,MEX,MM,D, ,      ,2359,0093,2360,0090,+,10000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:010,4,AXIR3B,RW23R,MX503,MM,P,C,EE  , ,   ,CF, ,MEX,MM,D, ,      ,2359,0093,2350,0090,+,10000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:010,5,AXIR3B, ,MX503,MM,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:030,5,AXIR3B, ,MX520,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,AXIR3B, ,SEGUM,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,18000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AXIR3B, ,MX550,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AXIR3B, ,MX527,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,AXIR3B, ,AXIRI,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL290,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,IKLA2A,RW05L,MX800,MM,P,C,EE  , ,   ,CF, ,MEX,MM,D, ,      ,0546,0062,0550,0070,+,09000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:010,4,IKLA2A,RW05R,MX800,MM,P,C,EE  , ,   ,CF, ,MEX,MM,D, ,      ,0546,0062,0540,0070,+,09000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:010,5,IKLA2A, ,MX800,MM,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:020,5,IKLA2A, ,MX802,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,IKLA2A, ,MX803,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IKLA2A, ,MX804,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IKLA2A, ,MX805,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL260,FL220,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,IKLA2A, ,OTMAL,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,IKLA2A, ,IKLAN,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL290,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,IKLA3B,RW23L,MX503,MM,P,C,EE  , ,   ,CF, ,MEX,MM,D, ,      ,2359,0093,2360,0090,+,10000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:010,4,IKLA3B,RW23R,MX503,MM,P,C,EE  , ,   ,CF, ,MEX,MM,D, ,      ,2359,0093,2350,0090,+,10000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:010,5,IKLA3B, ,MX503,MM,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:020,5,IKLA3B, ,MX520,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,IKLA3B, ,SEGUM,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,18000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IKLA3B, ,MX550,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IKLA3B, ,MX527,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,IKLA3B, ,IKLAN,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL290,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ILET2B,RW23L,MX504,MM,P,C,EE  , ,   ,CF, ,MEX,MM,D, ,      ,2361,0061,2370,0060,+,09000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:010,4,ILET2B,RW23R,MX504,MM,P,C,EE  , ,   ,CF, ,MEX,MM,D, ,      ,2361,0061,2350,0060,+,09000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:010,5,ILET2B, ,MX504,MM,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:020,5,ILET2B, ,MX540,MM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,15000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,ILET2B, ,MX541,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,18500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ILET2B, ,MUXAN,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ILET2B, ,MX501,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:060,5,ILET2B, ,MX505,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL230,FL200,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ILET2B, ,OVATI,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL250,FL230,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ILET2B, ,ILETO,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL290,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ILET3A,RW05L,MX800,MM,P,C,EE  , ,   ,CF, ,MEX,MM,D, ,      ,0546,0062,0550,0070,+,09000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:010,4,ILET3A,RW05R,MX800,MM,P,C,EE  , ,   ,CF, ,MEX,MM,D, ,      ,0546,0062,0540,0070,+,09000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:010,5,ILET3A, ,MX800,MM,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:020,5,ILET3A, ,MX802,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ILET3A, ,MX811,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,ILET3A, ,MX815,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL250,18000,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ILET3A, ,ILETO,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL290,FL200,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,NOXO2B,RW23L,MX504,MM,P,C,EB  , ,   ,CF, ,MEX,MM,D, ,      ,2361,0061,2370,0060,+,09000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:010,4,NOXO2B,RW23R,MX504,MM,P,C,EB  , ,   ,CF, ,MEX,MM,D, ,      ,2361,0061,2350,0060,+,09000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:010,5,NOXO2B, ,MX504,MM,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,18500, ,   ,    ,   ,MEX,MM,D, , , , , ;
SID:020,5,NOXO2B, ,MX540,MM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,15000,     ,     ,-,210,    ,   , , , , , , , , ;
