SID:010,5,ADLU2N,RW36,CC202,VT,P,C,E   , ,   ,CF, ,CMA,VT,D, ,      ,0016,0122,0010,0113,+,04500,     ,11000, ,   ,    ,   ,VTCC,VT,P,A, , , , ;
SID:020,5,ADLU2N,RW36,CC214,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ADLU2N,RW36,ADLUS,VT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ADLU2S,RW18,CC602,VT,P,C,E   , ,   ,CF, ,CMA,VT,D, ,      ,1807,0128,1810,0120,+,04800,     ,11000,-,260,    ,   ,VTCC,VT,P,A, , , , ;
SID:020,5,ADLU2S,RW18,CC206,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,280,    ,   , , , , , , , , ;
SID:030,5,ADLU2S,RW18,CC612,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ADLU2S,RW18,CC613,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ADLU2S,RW18,CC614,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     ,-,280,    ,   , , , , , , , , ;
SID:060,5,ADLU2S,RW18,CC615,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ADLU2S,RW18,ADLUS,VT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CTR1A,RW18, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1810,    ,+,02000,     ,11000, ,   ,    ,   ,CMA,VT,D, ,A, , , ;
SID:020,2,CTR1A,RW18, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,0100,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CTR1A,RW18,CMA,VT,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CTR1A,RW18,CTR,VT,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CTR1B,RW36, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0010,    ,+,02500,     ,11000, ,   ,    ,   ,CMA,VT,D, ,A, , , ;
SID:020,2,CTR1B,RW36, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0600,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CTR1B,RW36,CMA,VT,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CTR1B,RW36,CTR,VT,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ENBA1A,RW18, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1810,    ,+,02000,     ,11000, ,   ,    ,   ,CMA,VT,D, ,A, , , ;
SID:020,2,ENBA1A,RW18, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1500,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ENBA1A,RW18,ENBAT,VT,E,A,EEC , ,   ,CF, ,CMA,VT,D, ,      ,1629,0380,1630,0350, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ENBA1B,RW36, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0010,    ,+,02500,     ,11000, ,   ,    ,   ,CMA,VT,D, ,A, , , ;
SID:020,2,ENBA1B,RW36, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1800,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ENBA1B,RW36,ENBAT,VT,E,A,EEC , ,   ,CF, ,CMA,VT,D, ,      ,1629,0380,1630,0250, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ENBA2C,RW36,CC202,VT,P,C,E   , ,   ,CF, ,CMA,VT,D, ,      ,0016,0122,0010,0113,+,04500,     ,11000, ,   ,    ,   ,VTCC,VT,P,A, , , , ;
SID:020,5,ENBA2C,RW36,CC203,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ENBA2C,RW36,POVUT,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,ENBA2C,RW36,CC205,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,260,    ,   , , , , , , , , ;
SID:050,5,ENBA2C,RW36,CC206,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ENBA2C,RW36,NUDMA,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ENBA2C,RW36,ENBAT,VT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ENBA2N,RW36,CC201,VT,P,C,E   , ,   ,CF, ,CMA,VT,D, ,      ,0021,0059,0010,0050,+,03300,     ,11000, ,   ,    ,   ,VTCC,VT,P,A, , , , ;
SID:020,5,ENBA2N,RW36,CC204,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ENBA2N,RW36,POVUT,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,ENBA2N,RW36,CC205,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,260,    ,   , , , , , , , , ;
SID:050,5,ENBA2N,RW36,CC206,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ENBA2N,RW36,NUDMA,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
