SID:060,4,ELKU9Z,RW36R,DXG,ZB,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL197,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ELKU9Z, ,DXG,ZB,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL197,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,5,ELKU9Z, ,ELKUR,ZB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL187,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,4,IDKE2G,RW18L,DE18L,ZB,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,PEK,ZB,D, ,A, , , ;
SID:010,4,IDKE2G,RW18L,AA231,ZB,P,C,E   , ,   ,CF, ,PEK,ZB,D, ,      ,2083,0135,1810,0130,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,IDKE2G,RW18L,AA272,ZB,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,07880,06890,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,IDKE2G,RW18L,AA273,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL128,06890,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,IDKE2G,RW18L,AA253,ZB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,4,IDKE2G,RW18R,DE18R,ZB,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,PEK,ZB,D, ,A, , , ;
SID:010,4,IDKE2G,RW18R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1810,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,4,IDKE2G,RW18R,AA212,ZB,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02960,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,IDKE2G,RW18R,AA231,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,IDKE2G,RW18R,AA272,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,07880,06890,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,IDKE2G,RW18R,AA273,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL128,06890,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,IDKE2G,RW18R,AA253,ZB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,4,IDKE2G,RW19,DER19,ZB,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,PEK,ZB,D, ,A, , , ;
SID:010,4,IDKE2G,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1810,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,4,IDKE2G,RW19,AA251,ZB,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,IDKE2G,RW19,AA252,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,IDKE2G,RW19,AA253,ZB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IDKE2G, ,AA253,ZB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06890,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,5,IDKE2G, ,AA254,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL128,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,IDKE2G, ,AA175,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL148,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IDKE2G, ,IDKEX,ZB,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL138,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,4,IDKE5Y,RW36L,DE36L,ZB,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,PEK,ZB,D, ,A, , , ;
SID:010,4,IDKE5Y,RW36L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0010,    ,+,00530,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,4,IDKE5Y,RW36L,AA111,ZB,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,IDKE5Y,RW36L,AA112,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,IDKE5Y,RW36L,AA153,ZB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,08860,06890,     , ,   ,    ,   , , , , , , , , ;
SID:020,4,IDKE5Y,RW36R,DE36R,ZB,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,PEK,ZB,D, ,A, , , ;
SID:030,4,IDKE5Y,RW36R,AA131,ZB,P,C,E   , ,   ,CF, ,PEK,ZB,D, ,      ,3359,0143,0010,0100,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,IDKE5Y,RW36R,AA153,ZB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,08860,06890,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IDKE5Y, ,AA153,ZB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,08860,06890,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,5,IDKE5Y, ,AA154,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,IDKE5Y, ,IDKEX,ZB,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL138,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IDKE7X,RW01,DER01,ZB,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,PEK,ZB,D, ,A, , , ;
SID:020,5,IDKE7X,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0010,    ,+,00760,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,IDKE7X,RW01,AA171,ZB,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IDKE7X,RW01,AA172,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,05910,03940,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IDKE7X,RW01,AA175,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,IDKE7X,RW01,IDKEX,ZB,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL138,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IDKE9Z,RW01,DER01,ZB,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,PEK,ZB,D, ,A, , , ;
SID:020,5,IDKE9Z,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0010,    ,+,00760,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,IDKE9Z,RW01,AA171,ZB,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IDKE9Z,RW01,AA172,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,05910,03940,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IDKE9Z,RW01,AA173,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07880,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,IDKE9Z,RW01,AA174,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,IDKE9Z,RW01,AA175,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,IDKE9Z,RW01,IDKEX,ZB,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL138,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,4,IGMO2G,RW18L,DE18L,ZB,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:010,4,IGMO2G,RW18L,AA231,ZB,P,C,EE  , ,   ,CF, ,PEK,ZB,D, ,      ,2083,0135,1810,0130,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,IGMO2G,RW18R,DE18R,ZB,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,4,IGMO2G,RW18R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1810,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,IGMO2G,RW18R,AA212,ZB,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02960,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,IGMO2G,RW18R,AA231,ZB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IGMO2G, ,AA231,ZB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,5,IGMO2G, ,AA232,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,IGMO2G, ,AA236,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IGMO2G, ,AA275,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL157,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IGMO2G, ,AA276,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL187,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,IGMO2G, ,AA157,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,IGMO2G, ,IGMOR,ZB,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL187,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IGMO5Y,RW36R,AA131,ZB,P,C,E   , ,   ,CF, ,PEK,ZB,D, ,      ,3359,0143,0010,0100,+,03940,     ,     , ,   ,    ,   ,PEK,ZB,D, ,A, , , ;
SID:020,5,IGMO5Y,RW36R,AA152,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,06890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,IGMO5Y,RW36R,AA158,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,5,IGMO5Y,RW36R,AA155,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IGMO5Y,RW36R,LULTA,ZB,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL177,07880,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IGMO5Y,RW36R,AA156,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:055,5,IGMO5Y,RW36R,AA157,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,IGMO5Y,RW36R,IGMOR,ZB,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL187,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,IGMO6J,RW19,DER19,ZB,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,PEK,ZB,D, ,A, , , ;
SID:010,5,IGMO6J,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1810,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,IGMO6J,RW19,AA251,ZB,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,IGMO6J,RW19,AA252,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IGMO6J,RW19,AA253,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IGMO6J,RW19,AA273,ZB,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL128,06890,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,IGMO6J,RW19,AA176,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL187,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,IGMO6J,RW19,AA157,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,IGMO6J,RW19,IGMOR,ZB,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL187,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,IGMO7X,RW01,DER01,ZB,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,PEK,ZB,D, ,A, , , ;
SID:020,4,IGMO7X,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0010,    ,+,00760,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,IGMO7X,RW01,AA171,ZB,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,IGMO7X,RW01,AA172,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,05910,03940,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,IGMO7X,RW01,AA173,ZB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07880,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,IGMO7X,RW36R,AA131,ZB,P,C,E   , ,   ,CF, ,PEK,ZB,D, ,      ,3359,0143,0010,0100,+,03940,     ,     , ,   ,    ,   ,PEK,ZB,D, ,A, , , ;
SID:020,4,IGMO7X,RW36R,AA152,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,06890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,IGMO7X,RW36R,AA158,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,IGMO7X,RW36R,AA173,ZB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07880,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IGMO7X, ,AA173,ZB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07880,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,5,IGMO7X, ,AA176,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL187,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,IGMO7X, ,AA157,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IGMO7X, ,IGMOR,ZB,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL187,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,4,IGMO9Z,RW36L,DE36L,ZB,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,PEK,ZB,D, ,A, , , ;
SID:010,4,IGMO9Z,RW36L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0010,    ,+,00530,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,4,IGMO9Z,RW36L,AA111,ZB,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,IGMO9Z,RW36L,AA112,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,IGMO9Z,RW36L,AA129,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,IGMO9Z,RW36L,AA113,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,IGMO9Z,RW36L,AA116,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL148,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,IGMO9Z,RW36L,AA119,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,4,IGMO9Z,RW36L,DXG,ZB,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL197,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,IGMO9Z,RW36R,AA131,ZB,P,C,E   , ,   ,CF, ,PEK,ZB,D, ,      ,3359,0143,0010,0100,+,03940,     ,     , ,   ,    ,   ,PEK,ZB,D, ,A, , , ;
SID:020,4,IGMO9Z,RW36R,AA132,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,IGMO9Z,RW36R,AA133,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09850,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,IGMO9Z,RW36R,AA138,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL167,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,IGMO9Z,RW36R,AA118,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,IGMO9Z,RW36R,DXG,ZB,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL197,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IGMO9Z, ,DXG,ZB,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL197,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,5,IGMO9Z, ,AA139,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,IGMO9Z, ,AA157,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IGMO9Z, ,IGMOR,ZB,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL187,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,LULT2G,RW18L,DE18L,ZB,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:010,5,LULT2G,RW18L,AA231,ZB,P,C,E   , ,   ,CF, ,PEK,ZB,D, ,      ,2083,0135,1810,0130,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,LULT2G,RW18L,AA272,ZB,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,07880,06890,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LULT2G,RW18L,AA273,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL128,06890,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LULT2G,RW18L,LULTA,ZB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL148,07880,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,LULT5Y,RW36R,DE36R,ZB,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,PEK,ZB,D, ,A, , , ;
SID:010,5,LULT5Y,RW36R,AA131,ZB,P,C,E   , ,   ,CF, ,PEK,ZB,D, ,      ,3359,0143,0010,0100,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,LULT5Y,RW36R,AA152,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,06890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LULT5Y,RW36R,AA158,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,5,LULT5Y,RW36R,AA155,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LULT5Y,RW36R,LULTA,ZB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL177,07880,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,LULT6J,RW19,DER19,ZB,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,PEK,ZB,D, ,A, , , ;
SID:010,5,LULT6J,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1810,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,LULT6J,RW19,AA251,ZB,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LULT6J,RW19,AA252,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LULT6J,RW19,AA253,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LULT6J,RW19,LULTA,ZB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL148,07880,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LULT9Z,RW01,DER01,ZB,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,PEK,ZB,D, ,A, , , ;
SID:020,5,LULT9Z,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0010,    ,+,00760,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LULT9Z,RW01,AA171,ZB,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LULT9Z,RW01,AA172,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,05910,03940,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LULT9Z,RW01,AA173,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07880,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LULT9Z,RW01,LULTA,ZB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL177,07880,     , ,   ,    ,   , , , , , , , , ;
SID:005,4,MUGL2G,RW18L,DE18L,ZB,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:010,4,MUGL2G,RW18L,AA231,ZB,P,C,EE  , ,   ,CF, ,PEK,ZB,D, ,      ,2083,0135,1810,0130,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,MUGL2G,RW18R,DE18R,ZB,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,4,MUGL2G,RW18R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1810,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,MUGL2G,RW18R,AA212,ZB,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02960,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,MUGL2G,RW18R,AA231,ZB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MUGL2G, ,AA231,ZB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,5,MUGL2G, ,AA232,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MUGL2G, ,AA236,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MUGL2G, ,AA275,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL157,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,MUGL2G, ,AA276,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL187,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,MUGL2G, ,AA157,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,MUGL2G, ,MUGLO,ZB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL187,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MUGL5Y,RW36R,AA131,ZB,P,C,E   , ,   ,CF, ,PEK,ZB,D, ,      ,3359,0143,0010,0100,+,03940,     ,     , ,   ,    ,   ,PEK,ZB,D, ,A, , , ;
