SID:010,2,LAMK1E,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1420,    ,+,00900,     ,05000,-,225,    ,   ,FF,UU,P,N, , , , ;
SID:020,2,LAMK1E,RW14, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2740,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LAMK1E,RW14,LAMKO,UU,E,A,EEC , ,   ,CF, ,PNZ,UW,D, ,      ,2624,1356,3340,0240,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LAMK1F,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3220,    ,+,00900,     ,05000,-,225,    ,   ,XV,UU,P,N, , , , ;
SID:015,2,LAMK1F,RW32, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3510,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,LAMK1F,RW32,LAMKO,UU,E,A,EEC , ,   ,CF, ,PNZ,UW,D, ,      ,2624,1356,3310,0240,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TAMA1E,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1420,    ,+,00900,     ,05000,-,225,    ,   ,FF,UU,P,N, , , , ;
SID:015,2,TAMA1E,RW14, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,3190,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,TAMA1E,RW14,TAMAD,UU,E,A,EEC , ,   ,CF, ,PNZ,UW,D, ,      ,2609,1072,0390,0260,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TAMA1F,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3220,    ,+,00900,     ,05000,-,225,    ,   ,XV,UU,P,N, , , , ;
SID:015,2,TAMA1F,RW32, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,0870,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,TAMA1F,RW32,TAMAD,UU,E,A,EEC , ,   ,CF, ,PNZ,UW,D, ,      ,2609,1072,0270,0250,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,UMRA1E,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1420,    ,+,00900,     ,05000,-,225,    ,   ,FF,UU,P,N, , , , ;
SID:015,2,UMRA1E,RW14, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0580,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,UMRA1E,RW14,D103Q,UU,P,C,E   , ,   ,CF, ,PNZ,UW,D, ,      ,2479,1162,1030,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,UMRA1E,RW14,UMRAL,UU,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,UMRA1F,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3220,    ,+,00900,     ,05000,-,225,    ,   ,XV,UU,P,N, , , , ;
SID:015,2,UMRA1F,RW32, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
