SID:010,1,ARAC3B,RW21L, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2060,    ,+,00480,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ARAC3B,RW21L,LPC,GC,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ARAC3B,RW21R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2060,    ,+,00480,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ARAC3B,RW21R,LPC,GC,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARAC3B, ,LPC,GC,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:030,2,ARAC3B, , , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2060,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ARAC3B, ,D126R,GC,P,C,E   ,L,   ,AF, ,GDV,GC,D, ,      ,1260,0180,1890,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:045,2,ARAC3B, ,GDV,GC,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ARAC3B, ,ARTEM,GC,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ARAC3B, ,TFN,GC,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,ARAC3B, ,TESEL,GC,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,ARAC3B, ,ARACO,GC,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ARAC4A,RW03L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0260,    ,+,00480,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ARAC4A,RW03L,ECKOS,GC,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ARAC4A,RW03R, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0260,    ,+,00480,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ARAC4A,RW03R,ECKOS,GC,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARAC4A, ,ECKOS,GC,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01400,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:012,2,ARAC4A, ,GDV,GC,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:013,2,ARAC4A, ,D306F,GC,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:015,2,ARAC4A, ,ARTEM,GC,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ARAC4A, ,TFN,GC,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ARAC4A, ,TESEL,GC,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ARAC4A, ,ARACO,GC,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BIMB4B,RW21L, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2060,    ,+,00480,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BIMB4B,RW21L,LPC,GC,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BIMB4B,RW21R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2060,    ,+,00480,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BIMB4B,RW21R,LPC,GC,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BIMB4B, ,LPC,GC,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:012,5,BIMB4B, , , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2060,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:013,5,BIMB4B, ,COLON,GC,E,A,EY  ,L,   ,AF, ,GDV,GC,D, ,      ,0373,0180,1890,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BIMB4B, ,THAIS,GC,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BIMB4B, ,NERVO,GC,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BIMB4B, ,KASAS,GC,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BIMB4B, ,BIMBO,GC,E,A,EBC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BIMB7A,RW03L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0260,    ,+,00480,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BIMB7A,RW03L,ECKOS,GC,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BIMB7A,RW03R, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0260,    ,+,00480,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BIMB7A,RW03R,ECKOS,GC,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,BIMB7A, ,ECKOS,GC,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01100,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:007,5,BIMB7A, ,ISLET,GC,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BIMB7A, ,COLON,GC,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BIMB7A, ,THAIS,GC,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BIMB7A, ,NERVO,GC,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:045,5,BIMB7A, ,KASAS,GC,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BIMB7A, ,BIMBO,GC,E,A,EBC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,COST4A,RW03L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0260,    ,+,00480,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,1,COST4A,RW03L,ECKOS,GC,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,COST4A,RW03R, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0260,    ,+,00480,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,1,COST4A,RW03R,ECKOS,GC,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,COST4A, ,ECKOS,GC,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01100,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:030,2,COST4A, ,COSTI,GC,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,COST4B,RW21L, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2060,    ,+,00480,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,1,COST4B,RW21L,LPC,GC,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,COST4B,RW21R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2060,    ,+,00480,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,1,COST4B,RW21R,LPC,GC,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,COST4B, ,LPC,GC,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,COST4B, , , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1020,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
