SID:010,2,BETI2B,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0070,    ,+,01100,     ,05000, ,   ,    ,   ,USRO,US,P,A, , , , ;
SID:020,2,BETI2B,RW01, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BETI2B,RW01,BETIL,US,E,A,EEC , ,   ,CF, ,TNL,US,D, ,      ,2061,1123,3210,0220,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BETI2D,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1870,    ,+,01100,     ,05000, ,   ,    ,   ,USRO,US,P,A, , , , ;
SID:020,2,BETI2D,RW19,UC,US,P,N,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BETI2D,RW19,BETIL,US,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BETI2G,RW01,RO013,US,P,C,EY  , ,   ,CF, ,TNL,US,D, ,      ,1949,1210,0070,0035, ,     ,     ,05000, ,   ,    ,   ,USRO,US,P,A, , , , ;
SID:020,5,BETI2G,RW01,BETIL,US,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BETI2H,RW19,RO019,US,P,C,EY  , ,   ,CF, ,TNL,US,D, ,      ,1944,1292,1870,0034, ,     ,     ,05000, ,   ,    ,   ,USRO,US,P,A, , , , ;
SID:020,5,BETI2H,RW19,BETIL,US,E,A,EEC ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOGR2B,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0070,    ,+,01100,     ,05000, ,   ,    ,   ,USRO,US,P,A, , , , ;
SID:020,2,BOGR2B,RW01,ZE,US,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BOGR2B,RW01,BOGRI,US,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
