SID:010,4,ARCHZ1,RW34B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3440,    ,+,04630,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ARCHZ1,RW34B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ARCHZ1,RW34B,SCANT,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ARCHZ1,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3490,    ,+,04630,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ARCHZ1,RW35, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3490,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ARCHZ1,RW35,SCANT,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARCHZ1, ,SCANT,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,ARCHZ1, ,ARCHZ,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ARCHZ1,KROST,ARCHZ,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,ARCHZ1,KROST,TRILA,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ARCHZ1,KROST,EDETH,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ARCHZ1,KROST,GAROT,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,ARCHZ1,KROST,KROST,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ARCHZ1,MLF,ARCHZ,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,ARCHZ1,MLF,TRILA,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ARCHZ1,MLF,EDETH,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ARCHZ1,MLF,SEVYR,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,ARCHZ1,MLF,MLF,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ARCHZ1,WINEN,ARCHZ,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,ARCHZ1,WINEN,TRILA,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ARCHZ1,WINEN,EDETH,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ARCHZ1,WINEN,WINEN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CGULL1,RW16B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1640,    ,+,04630,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CGULL1,RW16B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1640,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CGULL1,RW16B,CORVR,K2,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CGULL1,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1690,    ,+,04630,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CGULL1,RW17, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1690,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CGULL1,RW17,CORVR,K2,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CGULL1,RW34B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3440,    ,+,04630,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CGULL1,RW34B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CGULL1,RW34B,CORVR,K2,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CGULL1,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3490,    ,+,04630,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CGULL1,RW35, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3490,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CGULL1,RW35,CORVR,K2,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CGULL1, ,CORVR,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,CGULL1, ,CGULL,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CGULL1,DRYAD,CGULL,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,CGULL1,DRYAD,MOFER,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,CGULL1,DRYAD,SCOVL,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
