APPCH:010,A,I11,LXI,LXI,LF,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     ,-,195,    ,   , , , , , ,0,N,S;
APPCH:020,A,I11,LXI,LXI,LF,D, ,V   , ,   ,FD, ,LXI,LF,D, ,      ,0000,0000,3070,0110,+,02900,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I11,LXI,CI11,LF,P,C,EE B,L,   ,CF,Y,LXI,LF,P,I,      ,2905,0115,1110,0010,+,02900,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I11, ,CI11,LF,P,C,E  I, ,   ,IF, ,LXI,LF,P,I,      ,2905,0115,    ,    ,J,02900,02900,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I11, ,FI11,LF,P,C,E  F, ,   ,CF, ,LXI,LF,P,I,      ,2911,0078,1110,0037,G,02900,02900,     , ,   ,-300,   ,LXI,LF,D, , ,0,N,S;
APPCH:030,I,I11, ,RW11,LF,P,G,G  M, ,   ,CF, ,LXI,LF,P,I,      ,2911,0016,1110,0062, ,00910,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I11, ,RW11,LF,P,G,G M , ,   ,FD, ,LXI,LF,D, ,      ,2970,0010,1110,0030, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I11, ,LXI,LF,D, ,VE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,     ,-,195,    ,   , , , , , ,0,N,S;
APPCH:010,A,R11,SX412,SX412,LF,P,C,E CA, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,220,    ,   , , , , , ,A,J,S;
APPCH:020,A,R11,SX412,ISX11,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     ,-,220,    ,   , , , , , ,A,J,S;
APPCH:010,A,R11,SX413,SX413,LF,P,C,E CA, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03200,     ,     ,-,220,    ,   , , , , , ,A,J,S;
APPCH:020,A,R11,SX413,ISX11,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     ,-,220,    ,   , , , , , ,A,J,S;
APPCH:010,A,R11,SX414,SX414,LF,P,C,E CC, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     ,-,220,    ,   , , , , , ,A,J,S;
APPCH:020,A,R11,SX414,ISX11,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     ,-,220,    ,   , , , , , ,A,J,S;
APPCH:010,R,R11, ,ISX11,LF,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     ,-,220,    ,   , , , , , ,A,J,S;
APPCH:020,R,R11, ,FSX11,LF,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1110,0060, ,02900,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R11, ,RW11,LF,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1110,0063, ,00910,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R11, ,SX417,LF,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,02900,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R11, ,SX414,LF,P,C,EE H,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     ,-,220,    ,   , , , , , ,A,J,S;
APPCH:010,A,R29,SX430,SX430,LF,P,C,E CC, ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL070,04000,     ,-,220,    ,   ,SX430,LF,P,C, ,A,J,S;
APPCH:020,A,R29,SX430,SX431,LF,P,C,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL070,04000,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R29,SX430,SX432,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,05000,03000,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:040,A,R29,SX430,SX433,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,A,R29,SX430,SX434,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     ,-,185,    ,   , , , , , ,A,J,S;
APPCH:060,A,R29,SX430,ISX29,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R29,SX431,SX431,LF,P,C,E CA, ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL070,04000,     ,-,220,    ,   ,SX431,LF,P,C, ,A,J,S;
APPCH:020,A,R29,SX431,SX432,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,05000,03000,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R29,SX431,SX433,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:040,A,R29,SX431,SX434,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     ,-,185,    ,   , , , , , ,A,J,S;
APPCH:050,A,R29,SX431,ISX29,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R29, ,ISX29,LF,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     ,-,185,    ,   , , , , , ,A,J,S;
APPCH:020,R,R29, ,FSX29,LF,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2910,0035, ,02900,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R29, ,RW29,LF,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2910,0062, ,00933,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R29, ,SX435,LF,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R29, ,SX431,LF,P,C,EEC ,L,010,CF,Y,LUL,LF,D, ,      ,1734,0012,1300,0060, ,03000,     ,     ,-,220,    ,   , , , , , ,A,J,S;
RWY:RW11 ,     ,      ,00858, ,LXI ,1,   ;N47472973,E006200432,0000;
RWY:RW29 ,     ,      ,00884, ,    , ,   ;N47465884,E006215187,0000;
