STAR:010,4,ESTA5A,DEBOR,DEBOR,MU,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
STAR:020,4,ESTA5A,DEBOR,ESTAS,MU,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,ESTA5A,LACET,LACET,MU,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
STAR:020,4,ESTA5A,LACET,ESTAS,MU,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,ESTA5A,SELEK,SELEK,MH,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
STAR:020,4,ESTA5A,SELEK,ESTAS,MU,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,ESTA5A,UDNET,UDNET,MU,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
STAR:020,4,ESTA5A,UDNET,ESTAS,MU,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ESTA5A,RW12,ESTAS,MU,P,C,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
STAR:020,5,ESTA5A,RW12,CL611,MU,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,TARTA2,DEBOR,DEBOR,MU,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
STAR:020,4,TARTA2,DEBOR,TARTA,MU,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,TARTA2,LACET,LACET,MU,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
STAR:020,4,TARTA2,LACET,TARTA,MU,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,TARTA2,SELEK,SELEK,MH,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
STAR:020,4,TARTA2,SELEK,TARTA,MU,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,TARTA2,UDNET,UDNET,MU,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
STAR:020,4,TARTA2,UDNET,TARTA,MU,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,TARTA2,RW30,TARTA,MU,P,C,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
STAR:020,5,TARTA2,RW30,CL621,MU,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,VARC4B,ALVEK,ALVEK,MU,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
STAR:020,4,VARC4B,ALVEK,VARCA,MU,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,VARC4B,DUTAN,DUTAN,MU,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
STAR:020,4,VARC4B,DUTAN,VARCA,MU,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,VARC4B,RW30,VARCA,MU,P,C,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
STAR:020,5,VARC4B,RW30,CL620,MU,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D12,CL610,CL610,MU,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D12,CL610,OTMUS,MU,P,C,E  B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D12,CL610,CL614,MU,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D12,CL611,CL611,MU,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D12,CL611,OTMUS,MU,P,C,E  B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D12,CL611,CL614,MU,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D12,UCL,UCL,MU,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D12,UCL,UCL,MU,D, ,V   , ,   ,FD, ,UCL,MU,D, ,      ,0000,0000,3390,0080,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D12,UCL,CL614,MU,P,C,EE  ,L,   ,CF,Y,UCL,MU,D, ,      ,3081,0063,1280,0020, ,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D12, ,CL614,MU,P,C,E  F, ,   ,IF, ,UCL,MU,D, ,      ,3081,0063,    ,    , ,01500,     ,     , ,   ,    ,   ,UCL,MU,D, , ,0, ,S;
APPCH:030,D,D12, ,RW12,MU,P,G,G  M, ,   ,CF, ,UCL,MU,D, ,      ,3113,0018,1280,0045, ,00057,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D12, ,UCL,MU,D, ,V M , ,   ,CF, ,UCL,MU,D, ,      ,0000,0000,1280,0018, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D12, ,UCL,MU,D, ,V   , ,   ,FA, ,UCL,MU,D, ,      ,0000,0000,1280,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D12, ,IKLAR,MU,P,C,E C , ,   ,CF, ,UCL,MU,D, ,      ,2141,0182,2140,0180,+,FL040,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D12, ,IKLAR,MU,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,0340,T010,+,FL040,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D30,UCL,UCL,MU,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D30,UCL,UCL,MU,D, ,V   , ,   ,FD, ,UCL,MU,D, ,      ,0000,0000,1490,0060,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D30,UCL,CL630,MU,P,C,EE  ,L,   ,CF,Y,UCL,MU,D, ,      ,1080,0044,2880,0020, ,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D30, ,CL630,MU,P,C,E  F, ,   ,IF, ,UCL,MU,D, ,      ,1080,0044,    ,    , ,01500,     ,     , ,   ,    ,   ,UCL,MU,D, , ,0, ,S;
APPCH:030,D,D30, ,UCL,MU,D, ,V  M, ,   ,CF, ,UCL,MU,D, ,      ,0000,0000,2880,0044, ,00086,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D30, ,UCL,MU,D, ,V M , ,   ,FA, ,UCL,MU,D, ,      ,0000,0000,2880,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D30, ,IKLAR,MU,P,C,E C , ,   ,CF, ,UCL,MU,D, ,      ,2141,0182,2140,0180,+,FL040,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D30, ,IKLAR,MU,P,C,EECH,R,   ,HM, , , , , ,      ,    ,    ,0340,T010,+,FL040,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R12,CL610,CL610,MU,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R12,CL610,IGROV,MU,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R12,CL611,CL611,MU,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R12,CL611,IGROV,MU,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R12, ,IGROV,MU,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R12, ,CL615,MU,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1220,0051, ,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R12, ,RW12,MU,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1220,0045, ,00057,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R12, , , , , ,  M , ,010,CA, , , , , ,      ,    ,    ,1220,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R12, ,IKLAR,MU,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL040,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R12, ,IKLAR,MU,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,3470,0042,+,FL040,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R30,CL620,CL620,MU,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R30,CL620,PELAO,MU,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R30,CL621,CL621,MU,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R30,CL621,PELAO,MU,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R30, ,PELAO,MU,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R30, ,BITGI,MU,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3020,0050, ,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R30, ,RW30,MU,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3020,0045, ,00060,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R30, , , , , ,  M , ,010,CA, , , , , ,      ,    ,    ,3020,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R30, ,IKLAR,MU,P,C,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL040,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R30, ,IKLAR,MU,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,0710,0042,+,FL040,     ,     ,-,230,    ,   , , , , , ,B,J,S;
RWY:RW12 ,+0030,      ,00007, ,    , ,   ;N21371991,W081333102,0000;
RWY:RW30 ,-0030,      ,00010, ,    , ,   ;N21363711,W081315726,0000;
