SID:010,4,ALISS7,RW16, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1580,    , ,     ,     ,18000, ,   ,    ,   ,KSKF,K4,P,A, , , , ;
SID:020,4,ALISS7,RW16,TREVA,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALISS7,RW34, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3380,    , ,     ,     ,18000, ,   ,    ,   ,KSKF,K4,P,A, , , , ;
SID:020,4,ALISS7,RW34,TREVA,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALISS7, ,TREVA,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   ,KSKF,K4,P,A, , , , ;
SID:020,5,ALISS7, ,TATAR,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALISS7, ,ALISS,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SLENA2,RW16, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1580,    , ,     ,     ,18000, ,   ,    ,   ,KSKF,K4,P,A, , , , ;
SID:020,4,SLENA2,RW16,YENNS,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SLENA2,RW34, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3380,    , ,     ,     ,18000, ,   ,    ,   ,KSKF,K4,P,A, , , , ;
SID:020,4,SLENA2,RW34,YENNS,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SLENA2, ,YENNS,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   ,KSKF,K4,P,A, , , , ;
SID:020,5,SLENA2, ,LILJO,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SLENA2, ,SLENA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,SLENA2,BRENI,SLENA,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KSKF,K4,P,A, , , , ;
