SID:020,5,GILA1C,RW17,BB101,UB,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GILA1C,RW17,BB103,UB,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GILA1C,RW17,BB105,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GILA1C,RW17,GILAB,UB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GILA1D,RW35,BB400,UB,P,C,EY  , ,   ,CF, ,BAK,UB,D, ,      ,3532,0039,3530,0010, ,     ,     ,09000, ,   ,    ,   ,BAK,UB,D, , , , , ;
SID:020,5,GILA1D,RW35,BB401,UB,P,C,E   , ,   ,CF, ,BAK,UB,D, ,      ,3470,0117,3440,0078,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GILA1D,RW35,BB107,UB,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GILA1D,RW35,BB103,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GILA1D,RW35,BB105,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,GILA1D,RW35,GILAB,UB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GILA2A,RW16,BB100,UB,P,C,EY  , ,   ,CF, ,BAK,UB,D, ,      ,1735,0023,1610,0045,+,01000,     ,09000, ,   ,    ,   ,BAK,UB,D, , , , , ;
SID:020,5,GILA2A,RW16,BB101,UB,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GILA2A,RW16,BB103,UB,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GILA2A,RW16,BB105,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GILA2A,RW16,GILAB,UB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GILA2B,RW34,BB200,UB,P,C,E   , ,   ,CF, ,BAK,UB,D, ,      ,3382,0124,3410,0079,+,01500,     ,09000, ,   ,    ,   ,BAK,UB,D, , , , , ;
SID:020,5,GILA2B,RW34,BB107,UB,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GILA2B,RW34,BB103,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GILA2B,RW34,BB105,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GILA2B,RW34,GILAB,UB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GILA2D,RW35,BB400,UB,P,C,EY  , ,   ,CF, ,BAK,UB,D, ,      ,3532,0039,3530,0010, ,     ,     ,09000, ,   ,    ,   ,BAK,UB,D, , , , , ;
SID:020,5,GILA2D,RW35,BB401,UB,P,C,E   , ,   ,CF, ,BAK,UB,D, ,      ,3470,0117,3440,0078,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GILA2D,RW35,BB201,UB,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GILA2D,RW35,BB203,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GILA2D,RW35,BB204,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,GILA2D,RW35,BB105,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,GILA2D,RW35,GILAB,UB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GILA3B,RW34,BB200,UB,P,C,E   , ,   ,CF, ,BAK,UB,D, ,      ,3382,0124,3410,0079,+,01500,     ,09000, ,   ,    ,   ,BAK,UB,D, , , , , ;
SID:020,5,GILA3B,RW34,BB201,UB,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GILA3B,RW34,BB203,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GILA3B,RW34,BB204,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GILA3B,RW34,BB105,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,GILA3B,RW34,GILAB,UB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NAMA1A,RW16,BB100,UB,P,C,EY  , ,   ,CF, ,BAK,UB,D, ,      ,1735,0023,1610,0045,+,01000,     ,09000, ,   ,    ,   ,BAK,UB,D, , , , , ;
SID:020,5,NAMA1A,RW16,BB102,UB,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NAMA1A,RW16,BB104,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NAMA1A,RW16,BB106,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NAMA1A,RW16,NAMAS,UB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NAMA1B,RW34,BB200,UB,P,C,E   , ,   ,CF, ,BAK,UB,D, ,      ,3382,0124,3410,0079,+,01500,     ,09000, ,   ,    ,   ,BAK,UB,D, , , , , ;
SID:020,5,NAMA1B,RW34,BB201,UB,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NAMA1B,RW34,BB203,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NAMA1B,RW34,NAMAS,UB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NAMA1C,RW17,BB100,UB,P,C,EY  , ,   ,CF, ,BAK,UB,D, ,      ,1735,0023,1730,0045,+,01000,     ,09000, ,   ,    ,   ,BAK,UB,D, , , , , ;
SID:020,5,NAMA1C,RW17,BB102,UB,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NAMA1C,RW17,BB104,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NAMA1C,RW17,BB106,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NAMA1C,RW17,NAMAS,UB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NAMA1D,RW35,BB400,UB,P,C,EY  , ,   ,CF, ,BAK,UB,D, ,      ,3532,0039,3530,0010, ,     ,     ,09000, ,   ,    ,   ,BAK,UB,D, , , , , ;
SID:020,5,NAMA1D,RW35,BB401,UB,P,C,E   , ,   ,CF, ,BAK,UB,D, ,      ,3470,0117,3440,0078,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NAMA1D,RW35,BB201,UB,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NAMA1D,RW35,BB203,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NAMA1D,RW35,NAMAS,UB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RASA1A,RW16,BB100,UB,P,C,EY  , ,   ,CF, ,BAK,UB,D, ,      ,1735,0023,1610,0045,+,01000,     ,09000, ,   ,    ,   ,BAK,UB,D, , , , , ;
SID:020,5,RASA1A,RW16,BB101,UB,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,RASA1A,RW16,BB103,UB,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,RASA1A,RW16,BB107,UB,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,RASA1A,RW16,RASAM,UB,E,A,EEC ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RASA1C,RW17,BB100,UB,P,C,EY  , ,   ,CF, ,BAK,UB,D, ,      ,1735,0023,1730,0045,+,01000,     ,09000, ,   ,    ,   ,BAK,UB,D, , , , , ;
SID:020,5,RASA1C,RW17,BB101,UB,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
